model,id,n_tokens,doc_ppl
base,da51dee28c2317f8360941e72a44054f,1023,5.2073
base,5f0019c8cd671b5c3c4366a1e298a3c0,129,9.4612
base,2ad1f207948b9bc913d2bd2a86565aee,1023,8.6016
base,be323dd080cf09c2e8483041be3666cb,806,6.1654
base,7269ebd2e6f70042b38bf227a621663f,1023,7.9884
base,6f86cdcdba04969ac71e16c2a4d3cb66,1023,6.6272
base,fc18306b39e5c01cd913b227ad1f5332,1023,2.036
base,067ec5d2bc381749703bdf0586a85a8e,396,4.9707
base,6abc3a67956897819fcafa3076ca06c1,1023,3.5892
base,7dca054ca442802855b9d0c699905417,1023,5.0422
base,77606122b9a81dbd9f4706d38343cd1b,1023,3.7893
base,7562746d9b802e145711f55c2d3b4437,1023,3.6383
base,f8019d1ae40e598dd657a03f36b64656,1023,6.4726
base,8ec36af8804a077e5be82fb686df6da1,384,5.6957
base,0c3d7b0c9771ceb10f2c8994ce1bdc8d,1023,6.0859
base,c2030d6437b2441af867cfd4b6429829,1023,5.3473
base,2d1e1ec1bcd997c8763b03001e1bf278,1023,11.7299
base,f92258ed12ba4603657d824a9275a8f3,1023,8.9495
base,264ba4c99cea5608e559be8fe96e5923,1023,7.1322
base,a7f6a80239bceab269b6964fd7b7e832,1023,8.9409
base,457aff6d44da70696a60127f0c257963,1023,6.7247
base,6042665d82ae054dfd69b2051231e304,955,4.6099
base,077dde3b2d9785ca8724be7b6de68c6d,1023,3.1239
base,a272634855ae7b25e40ae802b3a94dc1,832,8.2171
base,3e0a621f6d6680b33184e45ebdff4bc9,1023,4.2172
base,50119ea89098aa67373fc246fc0a2aa4,1023,15.1038
base,cb0a36258affe294d9629b6f9baa4216,1023,12.1574
base,429835e2aaf9e7cee71436af4199227c,1023,7.6019
base,b104c585eb80fef109fa115c7b1b8d83,1023,3.2342
base,e2c53bd0833495252eb6c3d64bf2a030,1023,7.5374
base,33ef4566911167708c392de8f7c7a911,1023,5.5641
base,acef06e1abdae046d847dc3d449c44ea,1023,3.9809
base,e04a32b7c17fb1e4c077f00d6848cb2b,1023,4.5183
base,7ddfaa34bbafba963b227c7697a1e2c7,1023,13.7927
base,44fcc28f2325655fef7cf35535699b13,1023,4.3104
base,e680882347481314e981a50b73a3aa3d,1023,9.262
base,bc3ead5691ad91befb1a6ac5d805b086,1023,5.9268
base,2845370480b59783e2c355461df59c0e,1023,9.0747
base,89f33b9c12c2a01276810dad27a4ab63,1023,7.5321
base,7c19c4b52d4224af5eb874e611c8c419,1023,5.7527
base,d76ef11db70a5cce313d8821128a4c4a,632,4.6392
base,551414f54ff61c002a8ee17243d1bc63,1023,7.4472
base,f48f6817a3d81a14fa20686d79f7f811,1023,2.6337
base,974584aafa2171816d9912bcd0ac240f,1023,9.4549
base,e9c6205ad25b9a9ee595dc0637f27ca0,1023,6.5248
base,732492fa9103c14ae112add84d6a0de1,1023,2.5953
base,3163efa0fc8177be1b77cf99502cd971,1023,8.8832
base,b73202a26db0f5ec435f50996a29f7fd,1023,5.5321
base,36f002606a9281ec6cb0fad2ca951bfd,1023,8.7576
base,483277910bf2b85aeedd84a94d038de5,510,4.034
base,630575b5a05a43b1a4e43184734028c3,1023,7.0632
base,be504c553acfb55eef6149cd70077bd7,1023,6.7593
base,4f2a24789ced1140a2082f1feda03266,1023,7.8369
base,184d2f53243b1f239753fbcd3518302e,1023,9.4958
base,2c1b0d72a1db4485264de30ad37b16a9,1023,8.1238
base,d313dc69146a04212372abd7b93a1b58,1023,16.4852
base,ef4576abe939853fd7ce37a78959622c,386,5.8531
base,5cbf82e6ece173ed1fa9e50a13bca967,921,3.7266
base,78107e1838c642a631f0ab0314b87bc8,1023,6.9841
base,9ad9d4e22a1a2b27042efdc0a3d4d511,1023,3.5518
base,3b7d09580dbc55061bd0c801cd693cf3,1023,4.2477
base,96e56e0c3de3e423722c6eb921ac3ace,1023,4.9957
base,6b90a46422140a545bc5a7ababa35cd5,1023,5.343
base,4018b1f2d034ee5a9a4e58a518ca031d,447,6.0855
base,21ee69ed927e8a65aa5f526df8b09e97,1023,6.8425
base,ddc6f81bb71d756e9431c0ad88f32e14,1023,5.0811
base,5c0b559ac00f8e22da6f235220975405,1023,10.4731
base,6180076e94080de27fcf6c34c7a765e3,1023,4.3476
base,b040a665ce5993e5e7bce9b6bf865fdc,948,9.418
base,b3d48f2fc118a2d2768e60c735cbec7a,1023,6.6257
base,3e8cb2680114459b8753bab71cac572f,285,8.9293
base,411e8de2c978886ef2228896c88a9150,1023,6.9398
base,edfc6190510640691735220052d45603,1023,16.2193
base,a82514ae665a0772f05192a6bb53d6fb,385,6.1674
base,8c506b30e2e8a38003eace131b4781af,1023,4.1068
base,0659e04b01cd70ade2d21f8d4fb5fd07,1023,5.8226
base,83af60d3dd3581a4e928202d53c0fff9,1023,7.4441
base,70b18d30d5b05ee25afa35ab69a3af61,601,7.3395
base,f9fbcf89b3df56032375de48f27b5e8c,1023,5.5652
base,dca08ebf347f630de79d75e0c0cfab69,1023,7.9552
base,3229ef13637eef0ce42fe2b132d5d4cd,1022,4.7026
base,21887fc092a0be557a3f55d3b4367992,1023,13.8658
base,43da81a259eb5745896a9cfc1fcfda03,1023,9.7834
base,806223a966435e4fb49b731921f38df1,1023,12.8122
base,7f458e88c4b591766ec6a323e138c028,1023,3.1472
base,a45c7b2405824bab5668ba683b999473,1023,4.3266
base,6da2170f0971a77c113ecbad8d917ba8,1023,9.4757
base,8f71b14e47abf0340d8590cd97af2b4c,1023,6.2865
base,75a980bb54b5e906809e30c44647de93,267,18.2614
base,4a0e178a259ef1c01c32e58e03a0a53a,1023,9.8621
base,1204aada1bbc1127654869abbbd63289,1023,9.6369
base,56114b3d65688f5fd995733c13057f5c,440,6.6659
base,48a7bd3ce0180f2eb1c52d0ddcb61a94,1023,7.2008
base,d481feef83dc7f9e223609db307fa8c9,975,4.6123
base,ed9b8d3b7e882c97138ffd7357853a89,1023,4.3144
base,3e2b38793eb775445ca572eb6e31cb7c,1023,5.2483
base,d4754252cd95b77b14e2bd8d9baec477,1023,13.23
base,93ee37edd61ba0d14c422eba4f648e0c,1023,5.1447
base,4656ace2bc9c8977c6d4184d66ea6a76,1019,6.1429
base,0cba0f3ece692b79c889800afcdf7981,1023,4.0698
base,89289897cc5eb3f3853b96351eaed1a8,1023,3.4804
base,4065f4b7f9d1edad01b48409fa2178d0,1023,3.6634
base,2edf14ff0f264a0f8a24568faaf2f6ca,1023,7.3397
base,dc80689231299a987bb2eb002196d597,1023,7.4502
base,ecbc0e4dfdf58ea908a3cfedda9b2d08,1023,9.5027
base,b10350f97a496dad5c3ad5dccb20259a,1023,6.0843
base,1fd0fe16c11285811c47a7f7422788f8,1023,6.0071
base,7e8bfe07b7456811b3b6c5c817ea5419,1023,12.8086
base,46da0b247ce412c647f870d4a1411392,1023,5.4394
base,7aaaa6fec73d3f35c4af160113ceb262,1023,5.9841
base,bfc96bcd1efaa332ac271cde676868f9,706,11.4801
base,15b174e8f223344ce3019787f8958132,1023,9.1542
base,a2b5cb685dd8405e42b1d23ce88adc46,1023,8.8602
base,460004958fe5d7d801342a78c94562a3,1023,6.3902
base,3d687cd4977d70b1b6c62f3d9ae9bd0f,1023,2.9569
base,2d11e8e1519265f13b64767d31930b4c,344,7.2005
base,f620830430fd38d1fdcfb6f3aa2103d3,1023,8.3979
base,6714c31ed9fb180c50f2e54edff640c7,1023,4.112
base,a1113dfd12e946dfc05e993ea2b2dcbe,1023,6.0991
base,cc077cf2ba2a61d0d04c23d05d502c02,1023,13.7787
base,2eda44f432237cf0c5f6667a5cc68c53,1022,4.0816
base,7431bc5b8d65b3002885d95b6663a761,369,5.0938
base,415ad36274a17f646603358e091da585,1023,24.087
base,1aeab2d2b22e575a441e7fa8ff0deb74,1023,7.4308
base,30765d1cd7d0833c1df32d0f1464816a,1023,5.2617
base,bf4f10226e455f7929708ecff82c8c46,1023,9.7441
base,c27dc1596b871a5c0d446d3b01a4fb3a,829,3.6989
base,440221b6001a9bb7bdeaf5c3a2013468,299,5.5717
base,bdab6810df2056578e94a31dde62f768,443,9.1844
base,f3c27bd69a21fea1916b541f9044eee7,1023,8.7094
base,c616f488865377735dd3cac50779b898,1023,5.4602
base,9530ea184fd743617d34edaa54802581,1023,4.9925
base,29704095edfe21668081d87c3228433b,1023,7.2642
base,ed6c3421a2e79267d25cd2876c221d8d,1023,3.8274
base,f95245716f750847cab1ee60c7179f3e,1023,5.9838
base,36e781f08fec7e4b20c3fcab7af3873e,1023,3.9813
base,791a5257c2c21114181a9a49be3a8c06,1023,7.5528
base,09eabd28cc7c8673bb5371d2b2ebb88d,1023,8.5818
base,b61cd666bd004e516d53ddf4bbae526f,1023,8.1837
base,ec699ebd35cf54e4b6da50d8686b8db7,1023,8.3753
base,42391c7ed3727dbc5653d714a54a40bb,1023,3.9329
base,f00c20309ffcccf59e8cce39a909083f,1023,8.1688
base,0c45ae5cd8eb79cc49fa6e39916036fd,1023,11.5627
base,58ab0e1ef0083c72bdf4601cf1beeff2,1023,5.5003
base,ec2ce8ecd987ae770a0214c77f20a4a7,1023,14.0527
base,9c5c8a98f1665acf314428e572b5a184,1023,10.8849
base,db18ac75fde6ba04f0f60be21c1d64f4,1023,2.7308
base,dbfc6d2f2024512758befafa73bcf369,1023,7.3296
base,1d4917df6f33715d3c0d0576ae5501b6,1023,16.1317
base,17beb47a6eab8a3191f069159647cac7,1023,4.5829
base,8a5990be909cc3fe7756eef12c9f7b95,1023,3.3158
base,b0aac5581e69b23b76921385442ac4ad,1023,4.2631
base,53cb777e4f1a303c94e9b6422f59a25e,1023,8.5273
base,e5149c19b288f8d8573b9ef3bbf71528,1023,5.1987
base,4fdd940fe81c17a502d6286380a704fb,429,5.6529
base,81151e88c6123879d59a5cc9a4ea0789,142,11.243
base,77414222544f7ff292a0f696b8d72e79,1023,7.0601
base,d83f408d90f6b8f8b984b5cc8c925107,355,6.5828
base,297d8bc33837898855770a91449e6a53,1023,4.987
base,0073b9a07d4134a0541b41979b9acc84,1023,4.546
base,8d91b1060dbbc2a184c85b4404cdfe3f,1023,6.0343
base,e9eb42413ab3514c80589424bd651454,1023,1.5716
base,2eedc39c67325027f3b17dc26b7c5ab6,1023,4.1344
base,a97919603d2868166b76bdd936560dc2,1023,7.2883
base,fe164d55ea3482063afe449fd27ec025,716,6.6817
base,6368fd540b270bfdfcb015e229879a94,1023,11.1148
base,439a044ba9f4c126e443aa9e638aa270,1023,7.5853
base,93b0ac002cf117291a7e406405146797,1023,9.0911
base,ca6daf38145596743126bad033d8fc9e,1023,5.7148
base,16c823648da70d0e156b9f8f2932be0b,1023,7.5835
base,03513dd01fa8907c7d4b2d13966f488d,1023,3.7514
base,6003c8059a0841e48eda56f0af77bba5,1023,6.1927
base,9ba790c15ac08a2a41e3b7c7d08137c1,624,4.9035
base,a138a12a9b53abe376b7a6db0a5501ff,1023,4.5606
base,f4e5d120a79b27392f19fd8fbb624662,1023,5.9212
base,126542488cb83cdd676db9b1cb7db6b4,1023,7.2995
base,1e501615486edbbf6d5cb49c6a9160c2,1023,9.812
base,d9c6d1b078a728b483867f30512496aa,1023,6.207
base,a4a6abf3db449ae83fb410c6f7cc4382,1023,4.3082
base,0b2dbab06706df2fff889b01fabafb5e,1023,3.7662
base,f3492010d691e50e6ab9ad794d7dd53c,1023,5.6444
base,512e49bc79d10e733d9976510fec4c82,1023,5.6302
base,4319b5144c650f4df80c17af5568cc6f,414,4.9633
base,867ba6fdc49d1b07e76cae8f6f5f0d81,1023,9.2902
base,a7f54fb557e24e2c70f0face58074671,357,6.5451
base,523b4b43371c4faa3a6680109424b305,1023,9.0415
base,44e3ead57b809aba6423e5667e8ca98a,1006,4.1649
base,50e748a6cc4741ad7a4e9b20e0feb959,790,15.542
base,18966d44c62175a894fe818eccfa1737,1023,5.8411
base,2cb8c84fc39a1808f61ea6cd865e908d,1023,17.7486
base,76b0201a631c4d69de11e901a8251e0f,1023,4.0419
base,7053102bf0d0f0d44613a994baf01787,257,6.1261
base,570ee6988ec756aa2026271301e25f47,1023,16.248
base,29c05c1b0fa644cd13a8b886318f41de,1023,4.6477
base,fa227b652c2090968644e9793019575f,1023,12.5394
base,ccc16f3499327a91a88c8f614d602ac5,1023,2.2279
base,4e3f68ce1bd792445ca14ac5ec74a246,1023,9.1936
base,12e970eef874cd3fe1e1175041f78659,1023,3.576
base,e9f42646518ade325b249c103fe73e31,1023,10.1257
base,29dce15344662fdcafa57bc89baca334,381,5.6619
base,e91a9ae0c469294ee7b601d196bbc63b,1023,6.9611
base,ea91c30613fff1d3babff9edfc66095c,1023,9.2592
base,60d609980766f2ce9bce2cde9cc30b93,1023,11.0362
base,5260b9e6cb011b1f76501e0afc9cd174,1023,8.4782
base,8b107620e0012404c6e05d5e94ddec40,266,9.9185
base,3a1a26065982a0e1a93bda4fa6bcfbbf,1023,6.4356
base,d2a79c4324aad7af825e4228a2023fcc,1023,6.3287
base,21f119609986087a23bf65b64d23ab7d,1023,10.1318
base,c051f397c590a88b8eb3e79e2a336aa6,1023,8.6535
base,03852652ba85779afa1fc190dc91bd88,1023,7.8784
base,447d5c33893d09cfac62d4c758ae49fb,1023,5.0223
base,4f6c7c0772ac1cff7172134c1b390dfb,1023,5.4639
base,7ebaa2022d8a4aaba58d437cc393c794,1023,15.3493
base,398cf68de759beecb5399d24e6ef1247,393,5.3956
base,32532457a28c13f7a1e65c36fe13c2f2,1023,30.7034
base,0490db210be2bd8567c076adb9f91182,542,7.1263
base,3815388e52f339ad336163f32a3fd7ef,1023,6.5352
base,55dfd6fb33c434428475cd27b4d43f86,1023,3.4312
base,ca27e5c510666c6f640c1bf1f781f3f4,1023,6.2459
base,c19df269566c69fe4ad10af2e8160b27,1023,3.8763
base,3d520523004c646fe3b93508bd4c9cc9,1023,6.4266
base,9a4a0b3e45ada249e35c276f17accf19,1023,12.5104
base,7db9a18d9c8dd7ff9cd55bc71d2bb825,1023,2.5115
base,6985c47d2ea2f05c1eac8e06e32a08ec,1023,7.9905
base,3609369375a8c44390c91209c5d86fa8,1023,10.884
base,4da04b807e38d4f675db28ad22434a41,1023,6.045
base,a920ae83607c4a00d44bf57fd3819002,1023,5.7291
base,a9c51574c6e8648faa0ac2b54bd1aaff,861,10.6057
base,f53308494ee8d346d73502218f50c66c,757,4.4561
base,e498908acb446b5e27ae500279b50809,1023,16.3181
base,b0bcc95db2b7c0ade9fb095e0e936baf,1023,4.6001
base,4903c3d05ce58a65ef9ab3e43946b109,1023,9.6264
base,935b97832f73a54c3b4b3c90903889be,1023,5.5318
base,9fb4e9506a79a74e76027edbbe4b8f4b,1023,4.8931
base,fbcc18bc0f6b93d9c14cbc40f327961f,1023,8.785
base,5d16b22b45da4a792325ac4400ab37c4,1023,5.8863
base,21bb4e13ce5b1772006e91a3624a378b,1023,8.7749
base,2314cbb2ffb1faf0ee1354c24b85dc50,1023,9.9253
base,18b85e3eec41968ad1d60f95f30997d7,1023,3.4659
base,6af913e1bab0bacede971685c1d0e6be,901,5.5579
base,2eba13672ff83eb81b2f1e7e0172021e,1023,7.4539
base,7687918f113bc214a8e51a0e01ffdcee,1023,12.6568
base,e159c47b30686e91d17eb42066fe3b49,1023,8.1865
base,55dc8bcff63d82ea3935564da50e6b87,916,7.0843
base,a555e097a607a36ccb6f841dedd9c5ae,366,6.3827
base,2063df6a2dda47250301db2dfd16f837,1023,3.9346
base,68983f0ebfa4087aa520162ffb74df77,477,5.9881
base,4fb30850a9df216996c83637d1f27e03,1023,9.6404
base,6044d2ab514c1304f5bba19bf151f9a6,1023,18.1378
base,86c82b6bebc747d324ed0db2a7596726,1023,8.9764
base,7b24c6e1fb15baf8549cb209003a11a4,1023,9.8439
base,32205efd127dfc4973413a602cf532e7,1023,5.6514
base,a1f818665a006f0e03f59038dd7293d1,1023,9.1917
base,e146a35da8d07714cca4ae559f2355ba,966,6.5506
base,02101b36f4ef25ec729d83215812e878,1023,8.6117
base,b8895a8ae90d4f76de5f17bde9395f1f,1023,3.8123
base,dbb0561ccf27b7ae38e67b3e6b2dfb6c,1023,8.7529
base,b66001aacfd408d12ae870f78f04e077,1023,2.5455
base,df4e66124ad8c3e73233fc8f96eca862,1023,5.0029
base,b2ece5a96e7d9e0fcbe601969d13be0c,1023,6.4346
base,60bdf0270a9c16f988847e094fea1344,1023,10.3659
base,3731919a2ea5677ca5ac1a3f0d732a91,1023,4.2915
base,abf77311571770a0088d0e190c495071,1023,3.6902
base,ef1dfd1f419a1ec4563447a948bcff67,1023,8.2852
base,aee3d0005d1e03a377b93cb0e6b64d21,1023,2.566
base,15f959d0fcefd6d672808c431b5e7497,1023,28.3874
base,91219a854a7db24425f3783503e5a644,619,6.9088
base,1f4824500d51f0102ef904dfba561e37,1023,5.9329
base,543d30490ca7e8d7d567b530fcd63d45,1023,6.7896
base,2c666c162a292854945dc8de7ebb2d63,1023,9.5469
base,f316c3c97d824a1cbaf11b7768b7cb4f,1023,9.1122
base,9e58192c56aa43667ee303fb2a3fa1a5,1023,5.4336
base,23548308681f7d12d8d5dc2992f2d2fa,1023,9.3916
base,3ba0ccc9c942721ca2e817f9bf3e5255,553,6.5187
base,6d062e964f8a9cbf0ae870b9ffbed82b,1023,12.6159
base,ab77c0d85087d79b34f7f8df5b7d9ddc,1023,11.1942
base,3cf26df50268666bb170c41f42c4bffe,1023,4.2187
base,1df5d5fc9cc55b4fc3ecddb52232bbee,1023,7.1658
base,05c6a3d6c25a9e57f28679eba21979b6,1023,3.6818
base,d1c3a709768c685fa604f76f377fe609,1023,12.4976
base,917d3492785de2513a7d833689f52b96,1023,10.7365
base,36570b362a4ce2d355742b0539647e3a,906,7.236
base,c16488b51542d42db673c35d509299de,1023,2.9241
base,98f3cfafe03e4d0e8168fd1bbf191182,1023,4.6416
base,da35315c16cc3d617080becaa5ba0029,1023,5.1232
base,a94899495c8153857f5bde0d812622d8,1023,6.8954
base,a9df864142d81871f345a358b300f43f,1023,8.9841
base,6909c04efc9e8d34d01526e755c54b61,1023,2.8709
base,719164cd2b7a833b1c9568751e85afbd,1023,3.9298
base,8e10297ae3f8a32881201af5d709bb41,1023,3.9311
base,e6e43cae25eefb2bee213dbacda1334a,1023,7.3998
base,74c373edeab03dd151e751e0f68c26e3,1023,8.3097
base,95923364d8307dd5e1beb53f2e3b2ddf,380,5.3842
base,cb4ec64c3d142222e85ed10805313d18,1023,17.0123
base,2253609924db2af4723d3dacc34450fd,1023,10.1189
base,d65e8075c2d7e4caab13c790f80b2dba,1023,7.4653
base,08785d40babb33a5f0565d80817241e8,1023,6.0148
base,7e4f0a9d49a999c5964f07e07e7bee06,1023,4.7372
base,b20de7786a1457c5728efa0fb24c5457,1023,4.5657
base,90a038a74a1b3f577b627f070fb13147,1023,4.4046
base,0dcf46b77319a73e3cb1ff3b62ae26e8,1023,6.9281
base,2278b0e992ac52d92ddd46f000f512eb,1023,5.8014
base,6f8a0bf8d0cc89d66eb5632a95c878b7,1023,5.6717
base,e561165eea10a356b93a083bb8e52c0d,1023,4.7289
base,dd8647da6f1b4ac2204e81b0201bdacc,386,7.735
base,95c1e8b69a89aa69edeca75a3b71678a,1023,7.1548
base,42dd2a4ce4f266db0b2bb2f6a86f36e1,1023,3.7107
base,11186cdd094dd3a1b1c73353ae2aec0b,1023,4.4502
base,78b85dccd0eb56e32db401082f801ae6,252,5.5992
base,13f6ceac70cf98fda8eba9bec18fe451,901,7.1896
base,6d0aa4940b2cc8523db0e4c4bd5c0d38,1023,6.7379
base,88e8ff1812abbfcbe15f63eca44033e8,1023,6.7756
base,fe01316a635285af60af0957dc52b976,1023,10.7439
base,b2ec54b8925a1e798f8816b89d623b2e,1023,4.0992
base,d5ef794348f8e2248a4e8e899d0d3926,1023,4.4415
base,d2c106cc01d9654bee053fdedaf6c8fc,1023,9.5052
base,06a67ccf7c85e7fc72733ffad5dce3d6,1023,12.4939
base,9d0efea9245fea21457b3006ef010ad8,1023,7.2912
base,60a87566202cdbcdd5ec816188285bb4,1023,16.7024
base,07e7d5a96fb8ffa955f8555da8447428,526,4.4876
base,379ef8bb4a1445624484b93d5a496dde,1023,15.2911
base,69b2f425c8a7ccada5546a9dc9978d8b,1023,7.8612
base,ed682712f57a38bf6f95b1ec1c5dd9ce,1023,8.8662
base,1f20e5749549f119971f48cfe70d1107,1023,7.2436
base,bcf7a7ebd7d2204e0586629b70e38194,1023,8.8583
base,902458895d14292815d7d714f6bd8e85,1023,7.3009
base,726417bf27a53b80fa23b87deb264928,1023,3.3788
base,227bc044541537f0d1ebabf6dea6d20e,1023,8.4053
base,f222fc75639767b881f63d662406559c,1023,3.18
base,449152a1ec62a12d0c735af96ed2895d,1023,9.6742
base,5ac3e2d4b999c4d43cc5add0562584e5,1023,7.9614
base,c3af60452596377b6f7d62bb8d822c9f,1023,5.2692
base,032c6b9ad7bd154eb77bab3f84cfff33,355,5.6546
base,efa264eef9286b0ce654b41356c217f8,1023,18.7823
base,d59868ec6ccb5fd0ee0feb7be16d5eb0,402,5.7345
base,d2621db2d4bdf45a5ab2f10f41997a8a,1023,4.1251
base,fe460c827b87141a06b18ec8a8eb5b5b,952,7.6908
base,6d3359d05927ae84f50d63cfc311f9cb,909,4.6701
base,3e651144cf3f4246ddc43cadc91766e3,1023,2.6592
base,77e844a608248ca8d85ea9d230df1a13,424,18.0654
base,41c62e08898cd61559492028195d0746,1023,2.0577
base,a17ee797d0382dbbceac2bc6e21a7c68,1023,3.1382
base,294fb856c7c742c71e31751ae77ebff2,409,5.5828
base,2dafe1dd713a2b8de9e8791eb9b89549,345,9.1581
base,c6e55772bd6c631d6249242013b5f225,1023,11.5571
base,d9bfd7d378667c3b500a31bcea58f9c5,1023,11.0857
base,e670e28856eba64d0d3bace5d1d8e7f6,1023,7.9465
base,8752f90d497afb81c728422cafc8cafc,1023,6.0843
base,59379eb1a9f57e25ccf582e313b4b56a,1023,10.4731
base,6b1a0fa598574f35737641926d773cab,1023,5.9786
base,b54b48e9f6ee2642bfeab050e3fc6316,1023,9.5162
base,99417730cce09fa7d3a454e657901c8f,1023,4.2017
base,2c1fc12952fe13adb3ccdbd3451e3be6,402,6.3289
base,b8a2280b22d809489732eadf0041254f,1023,10.5339
base,bf3ab4b226963f7a266a217ce13af247,172,29.5822
base,31de565ca977e2b93cea3502e5f10b3f,1023,13.2984
base,e07a6253eddac1f44c1ed3d6951d7cfb,1023,5.3186
base,6f51992c671a0d2e1f435cdf652ebb38,1023,8.9308
base,0e999802a3e90d1d3b251374f3b14bb7,1023,3.3693
base,18e1d4729970ffd3e9a4a32984b98b76,1023,13.0128
base,e63b935982483d40c1d36863a8d54a6b,1023,8.8605
base,e1ee4cd8614bb8adc32abc6ab903eb05,1023,7.7159
base,9d4eb6940f2dc06803c4c2ed0315a032,1023,6.0918
base,6021b232fa0bb3aeec0a8e549631a7cb,1023,12.7383
base,08b4eaa75863b6d4cb5e4ac44f649624,1023,8.4691
base,a3f9c943ac3d1c8aa192b74bbee702ba,1023,5.3424
base,eaecc8f94ce23d15b3d851d7fb2a3c61,364,6.565
base,724e6faeb24515f4ef7e93c95c05410b,1023,17.6117
base,e2243c33e2760a160a118519435cf388,344,7.1551
base,b86f719858ca8a0a65287efa73e60e27,1023,8.5059
base,87ab3e7ee98b93ed799a562846586110,1023,2.7041
base,8dad7534609a47267f1c682b13e2e0b0,1023,7.8304
base,fd0c9ffd9e81e12974a072c5710a61f2,1023,5.8894
base,4572762904238b179cee033f7e791151,1023,2.8999
base,6d1ca52b1e5bf1291d09f5313d2f05f1,134,8.3427
base,d6adc9a79635a9de82dd795be8db32ff,1023,6.7993
base,e64159f527bc0e7a301ddfd23f9b5326,1023,3.7245
base,fa59afe336504e1774aff022f1c336d9,1023,11.0634
base,8028747dfe02912fcd7c7cd7b282369c,1023,9.4488
base,ed52e5b85f9a6aaeaba38b9a8807452b,312,12.9391
base,c5ce0932d1ae0b354c3d79c736c34fed,1023,11.9728
base,eebdaa3ac6d7b26503f1e6f8dd076cc0,1023,18.0536
base,2d28a2b595bc5f70ef97f2b850ba6213,1023,7.1413
base,3eeb3ce051729d271bd62550d68ef0b6,1023,9.8596
base,aa25b4206f55674d3311f4dec2cce44b,1023,4.0701
base,129a4ecb4cdb21b6d3f516f7a7351964,1023,5.5801
base,4b6e0ef10107d119845820f83f6f106b,1023,9.081
base,affd26275e5734b08c767b3600d7f6ed,385,3.6919
base,b20545c6497abc51e0433fd1b8cbbf18,378,5.7373
base,f6a379cb00b420d9bad57de02a86ed1b,1023,8.213
base,cd678a565ff0c1e34d0830d0cef937cb,1023,11.5324
base,22d6a158723efd647938f4aa7620392f,1023,4.2445
base,7f3da206af10fdd72b0f678bbc67de9e,1023,2.9471
base,5e8a3d61664008f340bea8185378f617,1023,4.263
base,9e1077c5061d509bb9513c8ec51def1b,1023,8.4105
base,a1195aa2a1384a2b85d4a85370e14747,1023,4.1641
base,ce5ac1b4ab397cadae6c3d16d873d6a1,1023,7.1918
base,c83014043078eefd65318f6a1c23b225,290,6.2131
base,8499a724c5dfaf2155befccd9ba160a6,1023,9.0278
base,2ed682d680d7ee2fc6316ba6a1952acd,1023,7.5103
base,3595f3593cdedc8807c3c4a7f173b57d,1023,7.6782
base,8439aae22bee5062d8234bf3be6d9cd6,1023,4.2321
base,21a4fefc7b76cb304252b603e4664a03,433,6.3995
base,c08fcf6f7a4f936a09e3516722545566,1023,6.2559
base,fb81444f203ce9c5cb83f263fea2f8f7,1023,7.6963
base,9a9db3462c3f564467942856ff1a6119,1023,8.0484
base,5cd24fb61c0687c5cdd2bccc000a24ba,1023,5.1561
base,74d66450d2711f236275344d0ec6109d,1023,4.1804
base,b700dd1d142026a8e09b7e5eac0f8bcc,1023,8.6269
base,a42d781d30f406506b3545113673572e,1023,4.014
base,45b4f0c92e34a6d43906b84c7044dbf1,368,5.4506
base,9cd4debfccd582a7b530055b6d0f40e3,1023,6.613
base,24da4994041efb18c4858ca460452ff8,1023,3.3589
base,d7566c8b74eb245c57b3d3c079d16297,365,6.8283
base,28b45bbbb81aeaf6ec5077c3b02ea54c,1023,9.0971
base,c935c794f36a5918e4693a4bc38f3057,1023,11.5039
base,c195690a100add71c1ca30077180d8e0,754,7.3781
base,e0d8283190e6ad28774feba4af933060,1023,8.061
base,e4014cd928e1d2f6008c23ec7e474f7b,604,6.4929
base,8d17802e504e7f4d96f763121297ce76,1023,8.2146
base,ca706e6e524d7f73e7217aa10f72eae9,1023,8.0611
base,c112c0e4423e1d30dbf3eaaaa896429c,1023,10.0406
base,ab0aa4257ec249fd199ada49b7d58b4b,1023,7.2346
base,aa2edfdd8811e20f314360b5350d17c8,1023,3.6722
base,f9eb07f19bdd05eed00442d58be27973,1023,9.8867
base,0c816403e8ad33c89505f46ee8990c94,1023,3.5924
base,bced64de426ef9b2368d99bbba63d737,1016,7.3388
base,40a34e9fb39e417e5d0f3090a81ca953,1023,6.0036
base,da9e819a9a40cc205ef9cfde5b92f75d,1023,5.8465
base,64eb2efbd3c32ce1486081af9149ca9b,1023,4.3328
base,64a84bbc0edd72c25c080f44378b11a8,1023,4.1991
base,84e6c1f9b408c4c2430a9a653dfd75a7,1023,6.1323
base,d0541ef53f307d9ad0f90568ac69a90b,858,8.4386
base,81c3fed82cf247fbc52f3c91fe948cd5,1023,7.2196
base,f704326a4250810f2ef57cc4e666cc84,1023,1.9005
base,49e1746b164a8aafad28664c97d8db57,290,5.9055
base,ff94595da2e017af5b7ef9c5a83fbc32,1023,10.7467
base,9a86df902efb271a60b4848d151c93c7,1023,3.1118
base,d410155f92e5de4349c0c3440dce00d5,294,20.2438
base,944af4563fcb270ebfe9f23eea177624,1023,22.1584
